transaction_id,amount,location,device,payment_method,hour,avg_amount,amount_ratio,new_device,location_change,transactions_last_10min,is_fraud,created_at
TXN17046,2396.13,Hyderabad,Safari macOS,Credit Card,9,2500.0,0.96,0,0,2,0,2026-08-30 09:21:29
TXN17047,13102.51,Pune,Safari macOS,Credit Card,15,8000.0,1.64,0,0,1,0,2026-08-30 15:36:28
TXN17048,2492.32,Delhi,iPhone 15,Net Banking,19,2500.0,1.0,0,0,1,0,2026-08-30 19:34:06
TXN17049,4281.43,Hyderabad,Chrome Windows,Debit Card,11,5000.0,0.86,0,0,3,0,2026-08-30 11:08:26
TXN17050,4215.3,Bangalore,Safari macOS,Net Banking,21,2500.0,1.69,0,0,2,0,2026-08-30 21:47:21
TXN17051,6571.99,Delhi,iPhone 15,Net Banking,17,8000.0,0.82,0,0,3,0,2026-08-30 17:56:35
TXN17052,852.46,Singapore,Chrome Windows,Net Banking,21,1500.0,0.57,0,1,1,0,2026-08-30 21:22:27
TXN17053,6505.86,Bangalore,Safari macOS,Credit Card,14,8000.0,0.81,0,0,2,0,2026-08-30 14:18:56
TXN17054,6404.82,Delhi,iPhone 15,Credit Card,12,5000.0,1.28,0,0,1,0,2026-08-30 12:42:33
TXN17055,4362.77,Hyderabad,Safari macOS,UPI,14,2500.0,1.75,0,0,1,0,2026-08-30 14:32:04
TXN17056,1568.18,Pune,Safari macOS,Net Banking,21,1500.0,1.05,0,0,3,0,2026-08-30 21:44:09
TXN17057,56405.68,Bangalore,iPhone 15,Credit Card,11,12000.0,4.7,0,0,1,0,2026-08-30 11:06:15
TXN17058,4646.77,Mumbai,Chrome Windows,Credit Card,0,8000.0,0.58,0,0,3,0,2026-08-30 00:52:40
TXN17059,2931.33,Pune,Chrome Windows,Credit Card,11,3500.0,0.84,0,0,2,0,2026-08-30 11:07:54
TXN17060,2227.46,Delhi,iPhone 15,Debit Card,10,2500.0,0.89,0,0,1,0,2026-08-30 10:16:11
TXN17061,4776.05,Bangalore,Chrome Windows,Net Banking,22,5000.0,0.96,0,0,1,0,2026-08-30 22:43:15
TXN17062,8273.68,Mumbai,Safari macOS,Net Banking,21,8000.0,1.03,0,0,2,0,2026-08-30 21:27:54
TXN17063,6591.64,Delhi,Chrome Windows,Debit Card,15,5000.0,1.32,0,0,1,0,2026-08-30 15:13:58
TXN17064,4185.04,Mumbai,Safari macOS,Net Banking,20,5000.0,0.84,0,0,1,0,2026-08-30 20:14:47
TXN17065,1585.78,Hyderabad,Safari macOS,Debit Card,8,1500.0,1.06,0,0,2,0,2026-08-30 08:55:42
TXN17066,7534.4,New York,Unknown Web Client,Credit Card,3,1500.0,5.02,1,1,6,1,2026-08-30 03:53:02
TXN17067,11785.35,Pune,Samsung S24,Net Banking,11,12000.0,0.98,0,0,3,0,2026-08-30 11:07:34
TXN17068,8285.86,Delhi,Samsung S24,Debit Card,17,12000.0,0.69,0,0,1,0,2026-08-30 17:24:31
TXN17069,11466.62,Mumbai,Safari macOS,Credit Card,20,12000.0,0.96,0,0,3,0,2026-08-30 20:15:45
TXN17070,15506.23,Hyderabad,Safari macOS,Debit Card,14,3500.0,4.43,0,0,1,0,2026-08-30 14:52:52
TXN17071,1404.15,Delhi,Safari macOS,Credit Card,15,1500.0,0.94,0,0,1,0,2026-08-30 15:45:26
TXN17072,5063.92,Pune,iPhone 15,UPI,19,5000.0,1.01,0,0,2,0,2026-08-30 19:00:13
TXN17073,5153.66,Bangalore,Samsung S24,Credit Card,21,5000.0,1.03,0,0,2,0,2026-08-30 21:07:13
TXN17074,4206.03,Pune,Samsung S24,Debit Card,17,5000.0,0.84,0,0,1,0,2026-08-30 17:37:35
TXN17075,19965.24,Bangalore,Chrome Windows,Credit Card,13,12000.0,1.66,0,0,1,0,2026-08-30 13:56:42
TXN17076,7516.6,Dubai,Safari macOS,Debit Card,18,12000.0,0.63,0,1,1,0,2026-08-30 18:38:31
TXN17077,1873.68,Hyderabad,iPhone 15,Net Banking,21,2500.0,0.75,0,0,2,0,2026-08-30 21:43:12
TXN17078,10500.0,Pune,iPhone 15,Debit Card,14,3500.0,3.0,0,0,2,0,2026-08-30 14:03:01
TXN17079,5281.68,Hyderabad,Safari macOS,Net Banking,8,8000.0,0.66,0,0,2,0,2026-08-30 08:24:51
TXN17080,2909.37,Chennai,Safari macOS,Net Banking,17,5000.0,0.58,0,1,1,0,2026-08-30 17:06:44
TXN17081,16098.04,Hyderabad,Samsung S24,UPI,7,12000.0,1.34,0,0,1,0,2026-08-30 07:15:17
TXN17082,1524.88,Bangalore,Samsung S24,Net Banking,18,3500.0,0.44,0,0,1,0,2026-08-30 18:32:55
TXN17083,7281.46,Pune,iPhone 15,UPI,6,8000.0,0.91,0,0,2,0,2026-08-30 06:08:07
TXN17084,18873.74,Pune,Safari macOS,UPI,9,8000.0,2.36,0,0,1,0,2026-08-30 09:49:20
TXN17085,6468.42,Delhi,iPhone 15,Credit Card,7,12000.0,0.54,0,0,1,0,2026-08-30 07:39:33
TXN17086,1584.04,Hyderabad,Safari macOS,Credit Card,13,3500.0,0.45,0,0,1,0,2026-08-30 13:11:39
TXN17087,1372.48,Hyderabad,Safari macOS,Credit Card,15,2500.0,0.55,0,0,1,0,2026-08-30 15:14:13
TXN17088,7161.95,Delhi,Android Device,Credit Card,7,5000.0,1.43,1,0,2,0,2026-08-30 07:55:39
TXN17089,18818.07,Mumbai,iPhone 15,Net Banking,8,12000.0,1.57,0,0,3,0,2026-08-30 08:51:47
TXN17090,2036.55,Mumbai,Safari macOS,Debit Card,13,2500.0,0.81,0,0,1,0,2026-08-30 13:04:45
TXN17091,4599.96,Mumbai,Safari macOS,Debit Card,16,3500.0,1.31,0,0,1,0,2026-08-30 16:11:14
TXN17092,20926.34,Delhi,Samsung S24,UPI,13,12000.0,1.74,0,0,2,0,2026-08-30 13:57:23
TXN17093,5110.15,Delhi,Safari macOS,Credit Card,12,2500.0,2.04,0,0,1,0,2026-08-30 12:58:49
TXN17094,7249.32,Bangalore,Chrome Windows,Net Banking,17,8000.0,0.91,0,0,1,0,2026-08-30 17:18:36
TXN17095,597.43,Mumbai,Chrome Windows,Debit Card,20,1500.0,0.4,0,0,1,0,2026-08-30 20:34:57
TXN17096,1080.16,Delhi,iPhone 15,Credit Card,17,1500.0,0.72,0,0,1,0,2026-08-30 17:48:26
TXN17097,4215.28,Pune,Chrome Windows,Credit Card,13,5000.0,0.84,0,0,1,0,2026-08-30 13:32:59
TXN17098,1352.41,Hyderabad,Samsung S24,UPI,8,1500.0,0.9,0,0,2,0,2026-08-30 08:33:57
TXN17099,3246.64,Pune,Android Device,Credit Card,20,3500.0,0.93,1,0,1,0,2026-08-30 20:48:39
TXN17100,12515.89,Bangalore,Samsung S24,Debit Card,20,8000.0,1.56,0,0,1,0,2026-08-30 20:45:03
TXN17101,2497.37,Mumbai,iPhone 15,Net Banking,8,1500.0,1.66,0,0,1,0,2026-08-30 08:37:49
TXN17102,4668.18,Chennai,Chrome Windows,UPI,19,5000.0,0.93,0,1,2,0,2026-08-30 19:34:56
TXN17103,5431.18,Hyderabad,Unknown Web Client,Credit Card,20,3500.0,1.55,1,0,1,0,2026-08-30 20:41:33
TXN17104,4038.31,Bangalore,iPhone 15,Credit Card,22,3500.0,1.15,0,0,1,0,2026-08-30 22:47:48
TXN17105,3591.48,Singapore,Samsung S24,Debit Card,13,3500.0,1.03,0,1,1,0,2026-08-30 13:56:33
TXN17106,2155.63,Delhi,iPhone 15,Credit Card,21,1500.0,1.44,0,0,3,0,2026-08-30 21:03:34
TXN17107,3602.63,London,Safari macOS,UPI,15,3500.0,1.03,0,1,1,0,2026-08-30 15:09:04
TXN17108,5694.01,Mumbai,Samsung S24,UPI,10,2500.0,2.28,0,0,1,0,2026-08-30 10:38:17
TXN17109,1406.25,Pune,Chrome Windows,Net Banking,16,2500.0,0.56,0,0,2,0,2026-08-30 16:23:10
TXN17110,6510.22,Hyderabad,Samsung S24,Net Banking,15,8000.0,0.81,0,0,2,0,2026-08-30 15:58:33
TXN17111,2376.63,Bangalore,Chrome Windows,Debit Card,10,2500.0,0.95,0,0,1,0,2026-08-30 10:51:51
TXN17112,9537.42,Hyderabad,iPhone 15,Credit Card,21,8000.0,1.19,0,0,3,0,2026-08-30 21:43:24
TXN17113,4151.52,Hyderabad,Samsung S24,Credit Card,19,2500.0,1.66,0,0,1,0,2026-08-30 19:15:11
TXN17114,3466.01,Pune,Safari macOS,Credit Card,12,3500.0,0.99,0,0,1,0,2026-08-30 12:41:05
TXN17115,2830.76,Pune,Chrome Windows,Net Banking,17,5000.0,0.57,0,0,2,0,2026-08-30 17:05:18
TXN17116,16808.96,Bangalore,Safari macOS,Credit Card,3,12000.0,1.4,0,0,3,0,2026-08-30 03:24:30
TXN17117,3381.35,Hyderabad,iPhone 15,Net Banking,15,2500.0,1.35,0,0,3,0,2026-08-30 15:36:28
TXN17118,1609.65,Bangalore,Safari macOS,UPI,16,3500.0,0.46,0,0,1,0,2026-08-30 16:55:06
TXN17119,20538.59,Pune,Android Device,UPI,18,2500.0,8.22,1,1,7,1,2026-08-30 18:33:58
TXN17120,11981.75,Bangalore,Unknown Web Client,Debit Card,14,12000.0,1.0,1,0,1,0,2026-08-30 14:46:03
TXN17121,794.06,Hyderabad,Chrome Windows,UPI,10,1500.0,0.53,0,0,1,0,2026-08-30 10:38:22
TXN17122,18334.02,London,Unknown Web Client,Credit Card,3,8000.0,2.29,1,1,9,1,2026-08-30 03:20:52
TXN17123,2682.91,Mumbai,Safari macOS,Debit Card,21,3500.0,0.77,0,0,1,0,2026-08-30 21:48:53
TXN17124,1045.34,Pune,Chrome Windows,Net Banking,7,1500.0,0.7,0,0,3,0,2026-08-30 07:47:45
TXN17125,3455.6,Pune,Chrome Windows,Credit Card,16,2500.0,1.38,0,0,1,0,2026-08-30 16:06:57
TXN17126,5239.21,Delhi,Samsung S24,UPI,20,5000.0,1.05,0,0,2,0,2026-08-30 20:24:11
TXN17127,1494.89,Bangalore,Safari macOS,Debit Card,18,2500.0,0.6,0,0,1,0,2026-08-30 18:06:13
TXN17128,16415.76,Delhi,Chrome Windows,Debit Card,15,2500.0,6.57,0,0,1,0,2026-08-30 15:35:30
TXN17129,4508.3,Bangalore,Samsung S24,Debit Card,19,8000.0,0.56,0,0,1,0,2026-08-30 19:23:09
TXN17130,13693.92,Mumbai,Safari macOS,Credit Card,15,12000.0,1.14,0,0,1,0,2026-08-30 15:29:40
TXN17131,3610.45,Pune,iPhone 15,Credit Card,21,5000.0,0.72,0,0,1,0,2026-08-30 21:39:11
TXN17132,2159.81,Bangalore,Safari macOS,Debit Card,20,2500.0,0.86,0,0,1,0,2026-08-30 20:58:35
TXN17133,17016.5,Bangalore,Safari macOS,Net Banking,4,12000.0,1.42,0,0,15,1,2026-08-30 04:54:51
TXN17134,6117.46,Bangalore,Samsung S24,Credit Card,19,5000.0,1.22,0,0,1,0,2026-08-30 19:48:46
TXN17135,1847.89,Mumbai,Samsung S24,Debit Card,10,1500.0,1.23,0,0,1,0,2026-08-30 10:32:37
TXN17136,20485.03,Delhi,iPhone 15,UPI,19,12000.0,1.71,0,0,1,0,2026-08-30 19:52:46
TXN17137,1451.45,Mumbai,Samsung S24,Net Banking,13,1500.0,0.97,0,0,1,0,2026-08-30 13:45:52
TXN17138,13960.5,Dubai,Unknown Web Client,Credit Card,3,5000.0,2.79,1,1,7,1,2026-08-30 03:35:45
TXN17139,1695.61,Delhi,Samsung S24,UPI,19,1500.0,1.13,0,0,2,0,2026-08-30 19:13:14
TXN17140,2098.44,Delhi,Samsung S24,Credit Card,16,2500.0,0.84,0,0,2,0,2026-08-30 16:52:28
TXN17141,12906.13,Hyderabad,Chrome Windows,Debit Card,16,12000.0,1.08,0,0,1,0,2026-08-30 16:44:38
TXN17142,9537.54,Pune,Chrome Windows,UPI,13,8000.0,1.19,0,0,1,0,2026-08-30 13:17:12
TXN17143,1442.16,Pune,iPhone 15,Net Banking,17,1500.0,0.96,0,0,1,0,2026-08-30 17:22:04
TXN17144,3888.18,Hyderabad,Chrome Windows,Debit Card,12,8000.0,0.49,0,0,1,0,2026-08-30 12:54:44
TXN17145,3996.23,Pune,Samsung S24,Debit Card,20,3500.0,1.14,0,0,1,0,2026-08-30 20:14:10
TXN17146,1735.49,Hyderabad,Safari macOS,Debit Card,19,1500.0,1.16,0,0,1,0,2026-08-30 19:28:26
TXN17147,3809.01,Bangalore,Chrome Windows,Debit Card,8,5000.0,0.76,0,0,2,0,2026-08-30 08:56:24
TXN17148,2093.86,Mumbai,Safari macOS,Debit Card,8,3500.0,0.6,0,0,3,0,2026-08-30 08:08:23
TXN17149,14436.98,Pune,iPhone 15,UPI,10,8000.0,1.8,0,0,1,0,2026-08-30 10:36:57
TXN17150,1825.85,Bangalore,Safari macOS,Net Banking,10,1500.0,1.22,0,0,1,0,2026-08-30 10:52:53
TXN17151,4562.2,Hyderabad,Chrome Windows,Credit Card,12,5000.0,0.91,0,0,1,0,2026-08-30 12:42:07
TXN17152,33628.71,Mumbai,Chrome Windows,Net Banking,22,5000.0,6.73,0,0,1,0,2026-08-30 22:50:30
TXN17153,3599.2,Bangalore,iPhone 15,Net Banking,22,5000.0,0.72,0,0,1,0,2026-08-30 22:18:25
TXN17154,8418.86,Bangalore,iPhone 15,Net Banking,18,5000.0,1.68,0,0,2,0,2026-08-30 18:20:55
TXN17155,8452.87,Hyderabad,Safari macOS,UPI,8,8000.0,1.06,0,0,1,0,2026-08-30 08:17:59
TXN17156,6418.64,Dubai,Samsung S24,Net Banking,7,8000.0,0.8,0,1,1,0,2026-08-30 07:43:51
TXN17157,14713.75,Pune,Chrome Windows,Net Banking,11,12000.0,1.23,0,0,3,0,2026-08-30 11:54:05
TXN17158,40046.2,Chennai,iPhone 15,Debit Card,3,5000.0,8.01,0,1,3,1,2026-08-30 03:42:13
TXN17159,1804.95,Hyderabad,Samsung S24,UPI,19,2500.0,0.72,0,0,3,0,2026-08-30 19:38:59
TXN17160,21872.8,Bangalore,Chrome Windows,Credit Card,18,12000.0,1.82,0,0,1,0,2026-08-30 18:18:28
TXN17161,13743.44,Mumbai,iPhone 15,Debit Card,19,8000.0,1.72,0,0,1,0,2026-08-30 19:28:24
TXN17162,2904.13,London,Chrome Windows,Net Banking,9,3500.0,0.83,0,1,1,0,2026-08-30 09:29:45
TXN17163,6221.27,Delhi,Samsung S24,Credit Card,9,8000.0,0.78,0,0,1,0,2026-08-30 09:48:25
TXN17164,2807.2,Bangalore,Chrome Windows,Debit Card,11,8000.0,0.35,0,0,2,0,2026-08-30 11:00:46
TXN17165,2764.35,Pune,Safari macOS,Net Banking,8,5000.0,0.55,0,0,2,0,2026-08-30 08:11:03
TXN17166,7022.5,Hyderabad,Samsung S24,Net Banking,9,12000.0,0.59,0,0,1,0,2026-08-30 09:24:48
TXN17167,3694.48,Bangalore,Chrome Windows,Credit Card,20,3500.0,1.06,0,0,1,0,2026-08-30 20:45:54
TXN17168,10531.95,Dubai,Chrome Windows,UPI,22,12000.0,0.88,0,1,3,0,2026-08-30 22:29:21
TXN17169,2043.43,Mumbai,Chrome Windows,Credit Card,16,3500.0,0.58,0,0,1,0,2026-08-30 16:55:56
TXN17170,2234.07,Delhi,Safari macOS,UPI,1,2500.0,0.89,0,0,1,0,2026-08-30 01:46:41
TXN17171,6120.07,Hyderabad,iPhone 15,UPI,19,5000.0,1.22,0,0,1,0,2026-08-30 19:04:08
TXN17172,4322.78,Hyderabad,Samsung S24,Credit Card,12,3500.0,1.24,0,0,1,0,2026-08-30 12:44:31
TXN17173,3741.82,Pune,Chrome Windows,Debit Card,7,8000.0,0.47,0,0,3,0,2026-08-30 07:04:39
TXN17174,2374.97,Pune,Safari macOS,Debit Card,16,2500.0,0.95,0,0,2,0,2026-08-30 16:56:29
TXN17175,2875.14,Pune,Chrome Windows,Credit Card,23,5000.0,0.58,0,0,1,0,2026-08-30 23:55:00
TXN17176,17625.05,Kolkata,Unknown Web Client,UPI,19,3500.0,5.04,1,1,12,1,2026-08-30 19:05:37
TXN17177,2151.48,Mumbai,Safari macOS,Debit Card,14,1500.0,1.43,0,0,2,0,2026-08-30 14:26:11
TXN17178,3421.06,Dubai,Samsung S24,Credit Card,21,2500.0,1.37,0,1,2,0,2026-08-30 21:31:44
TXN17179,5585.82,Mumbai,iPhone 15,Net Banking,19,8000.0,0.7,0,0,1,0,2026-08-30 19:51:59
TXN17180,3680.39,Bangalore,Safari macOS,Credit Card,16,5000.0,0.74,0,0,1,0,2026-08-30 16:11:24
TXN17181,2910.3,Mumbai,iPhone 15,Credit Card,7,3500.0,0.83,0,0,1,0,2026-08-30 07:14:37
TXN17182,3248.93,Bangalore,Chrome Windows,Credit Card,7,8000.0,0.41,0,0,2,0,2026-08-30 07:28:59
TXN17183,4003.42,Bangalore,Safari macOS,Net Banking,22,3500.0,1.14,0,0,1,0,2026-08-30 22:20:54
TXN17184,1344.91,Bangalore,Samsung S24,Net Banking,11,1500.0,0.9,0,0,1,0,2026-08-30 11:41:52
TXN17185,7370.67,Singapore,Samsung S24,UPI,18,5000.0,1.47,0,1,1,0,2026-08-30 18:50:46
TXN17186,5155.57,Delhi,Samsung S24,Net Banking,14,8000.0,0.64,0,0,1,0,2026-08-30 14:20:50
TXN17187,6245.07,Hyderabad,Chrome Windows,Debit Card,13,8000.0,0.78,0,0,2,0,2026-08-30 13:38:22
TXN17188,4379.05,Singapore,Chrome Windows,Credit Card,19,8000.0,0.55,0,1,1,0,2026-08-30 19:03:54
TXN17189,2342.1,Delhi,Samsung S24,Debit Card,8,3500.0,0.67,0,0,1,0,2026-08-30 08:06:31
TXN17190,2181.41,Kolkata,Safari macOS,Debit Card,18,3500.0,0.62,0,1,2,0,2026-08-30 18:46:03
TXN17191,5212.98,Pune,Samsung S24,UPI,19,3500.0,1.49,0,0,1,0,2026-08-30 19:54:36
TXN17192,9075.71,Bangalore,Chrome Windows,Net Banking,7,12000.0,0.76,0,0,1,0,2026-08-30 07:48:08
TXN17193,2627.31,Delhi,Chrome Windows,Credit Card,16,2500.0,1.05,0,0,1,0,2026-08-30 16:06:57
TXN17194,2146.82,Delhi,Samsung S24,Debit Card,2,2500.0,0.86,0,0,1,0,2026-08-30 02:28:16
TXN17195,1504.57,Bangalore,Android Device,UPI,12,2500.0,0.6,1,0,1,0,2026-08-30 12:15:34
TXN17196,3272.14,Hyderabad,Samsung S24,Credit Card,6,3500.0,0.93,0,0,1,0,2026-08-30 06:41:31
TXN17197,3176.98,Bangalore,Chrome Windows,Net Banking,7,2500.0,1.27,0,0,3,0,2026-08-30 07:46:41
TXN17198,1542.16,Mumbai,Chrome Windows,Debit Card,18,2500.0,0.62,0,0,1,0,2026-08-30 18:25:36
TXN17199,2073.24,Bangalore,Safari macOS,Credit Card,19,1500.0,1.38,0,0,1,0,2026-08-30 19:50:34
TXN17200,1067.77,Delhi,Chrome Windows,Credit Card,11,1500.0,0.71,0,0,1,0,2026-08-30 11:07:56
TXN17201,1236.48,Mumbai,iPhone 15,Credit Card,11,1500.0,0.82,0,0,2,0,2026-08-30 11:36:01
TXN17202,1854.73,Chennai,Samsung S24,Debit Card,22,1500.0,1.24,0,1,2,0,2026-08-30 22:45:16
TXN17203,1150.38,Hyderabad,Safari macOS,Net Banking,8,1500.0,0.77,0,0,3,0,2026-08-30 08:54:05
TXN17204,5075.72,Mumbai,Samsung S24,Credit Card,22,5000.0,1.02,0,0,1,0,2026-08-30 22:02:44
TXN17205,6611.95,Pune,Android Device,Credit Card,16,5000.0,1.32,1,1,8,1,2026-08-30 16:27:09
TXN17206,7053.79,Delhi,Samsung S24,Net Banking,10,8000.0,0.88,0,0,1,0,2026-08-30 10:47:26
TXN17207,1579.66,Hyderabad,iPhone 15,Credit Card,12,1500.0,1.05,0,0,1,0,2026-08-30 12:37:41
TXN17208,1929.27,Bangalore,Chrome Windows,Credit Card,8,5000.0,0.39,0,0,1,0,2026-08-30 08:12:33
TXN17209,3848.06,Bangalore,iPhone 15,Debit Card,11,8000.0,0.48,0,0,2,0,2026-08-30 11:57:15
TXN17210,10235.15,Hyderabad,Chrome Windows,UPI,12,8000.0,1.28,0,0,2,0,2026-08-30 12:14:00
TXN17211,18170.13,Delhi,Safari macOS,Credit Card,18,12000.0,1.51,0,0,1,0,2026-08-30 18:10:42
TXN17212,8337.07,Hyderabad,Chrome Windows,Credit Card,17,12000.0,0.69,0,0,3,0,2026-08-30 17:32:30
TXN17213,2267.5,Mumbai,iPhone 15,Net Banking,7,2500.0,0.91,0,0,1,0,2026-08-30 07:32:17
TXN17214,9000.94,Pune,Safari macOS,Debit Card,8,8000.0,1.13,0,0,2,0,2026-08-30 08:14:05
TXN17215,15834.54,Bangalore,iPhone 15,Credit Card,22,12000.0,1.32,0,0,1,0,2026-08-30 22:37:27
TXN17216,1555.34,Pune,iPhone 15,Debit Card,8,3500.0,0.44,0,0,2,0,2026-08-30 08:19:42
TXN17217,8419.0,Hyderabad,iPhone 15,Net Banking,12,12000.0,0.7,0,0,2,0,2026-08-30 12:23:34
TXN17218,2188.59,Hyderabad,Safari macOS,UPI,10,2500.0,0.88,0,0,1,0,2026-08-30 10:38:42
TXN17219,15897.51,Hyderabad,Samsung S24,Debit Card,12,12000.0,1.32,0,0,1,0,2026-08-30 12:53:15
TXN17220,6791.44,Pune,Chrome Windows,Net Banking,7,2500.0,2.72,0,0,1,0,2026-08-30 07:25:49
TXN17221,3194.92,Dubai,Chrome Windows,Credit Card,20,3500.0,0.91,0,1,2,0,2026-08-30 20:33:02
TXN17222,28853.2,Bangalore,Android Device,Credit Card,13,3500.0,8.24,1,0,10,1,2026-08-30 13:26:22
TXN17223,5322.15,Mumbai,iPhone 15,Debit Card,18,12000.0,0.44,0,0,12,1,2026-08-30 18:55:42
TXN17224,1424.04,New York,iPhone 15,Net Banking,22,2500.0,0.57,0,1,1,0,2026-08-30 22:36:37
TXN17225,1761.86,Bangalore,Safari macOS,Credit Card,20,1500.0,1.17,0,0,2,0,2026-08-30 20:19:52
TXN17226,2544.32,Pune,Chrome Windows,UPI,13,1500.0,1.7,0,0,2,0,2026-08-30 13:51:18
TXN17227,8353.22,Pune,Samsung S24,Net Banking,11,8000.0,1.04,0,0,1,0,2026-08-30 11:03:11
TXN17228,1739.56,Singapore,Samsung S24,Net Banking,14,2500.0,0.7,0,1,3,0,2026-08-30 14:41:38
TXN17229,7334.84,Delhi,Chrome Windows,UPI,21,5000.0,1.47,0,0,1,0,2026-08-30 21:35:24
TXN17230,10431.81,Delhi,Safari macOS,Net Banking,15,8000.0,1.3,0,0,1,0,2026-08-30 15:04:03
TXN17231,3316.82,Pune,iPhone 15,Debit Card,22,5000.0,0.66,0,0,1,0,2026-08-30 22:39:00
TXN17232,17225.17,Pune,iPhone 15,UPI,14,3500.0,4.92,0,0,1,0,2026-08-30 14:21:38
TXN17233,7450.97,Delhi,Android Device,Credit Card,14,5000.0,1.49,1,0,1,0,2026-08-30 14:26:17
TXN17234,8022.05,Mumbai,iPhone 15,Debit Card,9,5000.0,1.6,0,0,3,0,2026-08-30 09:07:36
TXN17235,2434.43,Hyderabad,Safari macOS,UPI,10,2500.0,0.97,0,0,1,0,2026-08-31 10:19:23
TXN17236,6932.43,Bangalore,Safari macOS,UPI,6,8000.0,0.87,0,0,2,0,2026-08-31 06:29:45
TXN17237,19605.62,Pune,iPhone 15,UPI,18,12000.0,1.63,0,0,2,0,2026-08-31 18:41:21
TXN17238,2156.96,Pune,Safari macOS,Debit Card,18,3500.0,0.62,0,0,1,0,2026-08-31 18:52:25
TXN17239,4171.16,Pune,iPhone 15,UPI,8,3500.0,1.19,0,0,2,0,2026-08-31 08:10:45
TXN17240,2890.49,Hyderabad,Safari macOS,Debit Card,11,5000.0,0.58,0,0,1,0,2026-08-31 11:36:34
TXN17241,12250.81,Delhi,Safari macOS,Credit Card,11,8000.0,1.53,0,0,2,0,2026-08-31 11:49:43
TXN17242,7215.44,Pune,Chrome Windows,Credit Card,20,8000.0,0.9,0,0,1,0,2026-08-31 20:06:00
TXN17243,13288.18,Hyderabad,Chrome Windows,Debit Card,3,8000.0,1.66,0,0,1,0,2026-08-31 03:53:04
TXN17244,9737.72,Mumbai,iPhone 15,Debit Card,9,8000.0,1.22,0,0,2,0,2026-08-31 09:18:58
TXN17245,919.59,Delhi,Safari macOS,Debit Card,17,1500.0,0.61,0,0,1,0,2026-08-31 17:26:53
TXN17246,21216.05,Mumbai,Chrome Windows,Net Banking,21,12000.0,1.77,0,0,1,0,2026-08-31 21:50:49
TXN17247,9299.27,Delhi,iPhone 15,Net Banking,11,5000.0,1.86,0,0,2,0,2026-08-31 11:09:07
TXN17248,4981.23,Pune,Safari macOS,Net Banking,16,3500.0,1.42,0,0,1,0,2026-08-31 16:52:48
TXN17249,4793.19,Pune,Safari macOS,Debit Card,22,3500.0,1.37,0,1,14,1,2026-08-31 22:30:59
TXN17250,5899.14,Hyderabad,Safari macOS,Debit Card,9,8000.0,0.74,0,0,1,0,2026-08-31 09:07:40
TXN17251,10617.47,Delhi,iPhone 15,UPI,15,12000.0,0.88,0,0,1,0,2026-08-31 15:14:03
TXN17252,12718.75,Pune,Chrome Windows,Credit Card,14,12000.0,1.06,0,0,1,0,2026-08-31 14:13:55
TXN17253,1131.99,Bangalore,Samsung S24,Net Banking,22,1500.0,0.75,0,0,1,0,2026-08-31 22:20:09
TXN17254,6887.45,Singapore,Android Device,UPI,15,3500.0,1.97,1,1,1,0,2026-08-31 15:07:39
TXN17255,5297.15,Hyderabad,Chrome Windows,Credit Card,19,5000.0,1.06,0,0,1,0,2026-08-31 19:08:17
TXN17256,847.85,Bangalore,iPhone 15,Debit Card,0,2500.0,0.34,0,0,1,0,2026-08-31 00:26:12
TXN17257,13744.64,Bangalore,Safari macOS,Credit Card,16,12000.0,1.15,0,0,1,0,2026-08-31 16:07:16
TXN17258,2175.0,Chennai,Chrome Windows,Net Banking,15,2500.0,0.87,0,1,2,0,2026-08-31 15:13:11
TXN17259,7763.79,Delhi,iPhone 15,Credit Card,22,8000.0,0.97,0,0,2,0,2026-08-31 22:10:04
TXN17260,10354.89,Mumbai,Chrome Windows,Debit Card,13,12000.0,0.86,0,0,3,0,2026-08-31 13:05:11
TXN17261,1320.45,Pune,Android Device,Net Banking,15,12000.0,0.11,1,1,8,1,2026-08-31 15:03:10
TXN17262,3452.54,Mumbai,Chrome Windows,Debit Card,19,2500.0,1.38,0,0,3,0,2026-08-31 19:04:50
TXN17263,18779.8,Pune,Chrome Windows,Debit Card,7,12000.0,1.56,0,0,2,0,2026-08-31 07:24:25
TXN17264,5599.4,Mumbai,Safari macOS,Debit Card,9,5000.0,1.12,0,0,1,0,2026-08-31 09:22:15
TXN17265,2182.71,Kolkata,Samsung S24,Net Banking,21,2500.0,0.87,0,1,3,0,2026-08-31 21:15:22
TXN17266,11803.21,Pune,Android Device,Net Banking,12,12000.0,0.98,1,0,2,0,2026-08-31 12:12:40
TXN17267,12094.45,Mumbai,Chrome Windows,Net Banking,10,12000.0,1.01,0,0,3,0,2026-08-31 10:27:43
TXN17268,2539.05,Kolkata,iPhone 15,UPI,13,3500.0,0.73,0,1,2,0,2026-08-31 13:53:47
TXN17269,4412.03,Pune,Chrome Windows,Debit Card,5,3500.0,1.26,0,0,1,0,2026-08-31 05:22:31
TXN17270,4207.13,Pune,iPhone 15,Credit Card,12,3500.0,1.2,0,0,2,0,2026-08-31 12:49:59
TXN17271,12338.24,Bangalore,Android Device,UPI,18,1500.0,8.23,1,0,8,1,2026-08-31 18:34:21
TXN17272,2777.75,Delhi,Unknown Web Client,Credit Card,10,1500.0,1.85,1,0,1,0,2026-08-31 10:37:53
